StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,FreeResponse,xA2,FreeResponse,xA5,FreeResponse,xA12,FreeResponse,xA6,FreeResponse,xA7,FreeResponse,xA8,FreeResponse,xA9,FreeResponse,xA14,FreeResponse,xA3,FreeResponse,xA10,FreeResponse,xA13,FreeResponse,xA15,FreeResponse,xA11,FreeResponse,xA4,FreeResponse,xB1,FreeResponse,xB2,FreeResponse,xB5,FreeResponse,xB12,FreeResponse,xB6,FreeResponse,xB7,FreeResponse,xB8,FreeResponse,xB9,FreeResponse,xB14,FreeResponse,xB3,FreeResponse,xB4,FreeResponse,xB10,FreeResponse,xB11,FreeResponse,xB13,FreeResponse,xB15,FreeResponse,Sex,Race/Ethnicity,Age,Education,Income,FreeResponse - Topics
10/20/17 19:17,10/20/17 19:24,0,64.139.75.51,100,391,1,10/20/17 19:24,R_3231kmI7YzC7x5j,,,,,28.73939514,-81.85549927,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,He can't make that decision without some more research.  It isn't just someones choice where they set it at. ,5,It is a kind and selfless gesture.  Those above a certain income level apparnetly don't need it as bad as those below them ,2,This isn't encouraging anyone to work.  It is just supplementing their income and allowing them to be lazy,2,"It isn't his right to choose for them.  It's like a subscription you can cancel anytime, while the company is banking on the fact that you will forget to cancel or change your plan",4,He has the right to do what he wants when he is providing a service for free. ,2,3,35,4,5,
10/20/17 19:18,10/20/17 19:24,0,24.205.161.102,100,341,1,10/20/17 19:24,R_2yfL5jo2Ax4UJgG,,,,,34.02490234,-117.8973007,anonymous,EN,,,,,,,,,,,4,I think it's a good idea to want to help people. This also gives others opportunities for a new career.,4,It's a good incentive and doesnt seem forceful. People should be reminded to take care of themselves.,3,I don't see how a donkey or goat would help someone with low income. It takes money to keep animals.,1,This is what one of my streaming services that I use did to me. I just use it less.,1,You can't prescribe the same thing to everyone. What I have learned through my own illness is that no two bodies are the same.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,33,4,1,
10/20/17 19:11,10/20/17 19:24,0,162.234.196.156,100,783,1,10/20/17 19:24,R_1EWGM2Kk2q0PcPS,,,,,38.23280334,-85.78959656,anonymous,EN,5,The body needs rest so that it can properly function. Resting before a new shift is a god idea.,2,"Prescription drugs should only be given as needed. There are other alternatives, such as changing dietary habits.",4,"If people are able to work, that should be taken into consideration as well.",5,It is good to have more options to plan for the future. The last days of your life should be comfortable.,4,Bonuses are normally based on performances. A horrible teacher doesn't deserve a bonus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,37,3,1,
10/20/17 19:13,10/20/17 19:24,0,190.104.221.139,100,677,1,10/20/17 19:24,R_2zd0Dmkfsl0EhC6,,,,,-34.603302,-58.38159943,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,it appropriate because they are giving people the opportuinities of promotions and reaching positions of high development.,5,its appropriate because it helps to save lives and helps be healthy. i mean isnt that what almost all of us want?,1,its very appropriate because this person is doing something great for the community.,4,its appropriate because every industry gives free trials for a short period of time and after about a week cuts all your benefits.,5,it is appropriate because there arent many other options or other ways of doing things in this case.,,,,,,,,,,,2,2,52,3,1,
10/20/17 19:18,10/20/17 19:24,0,173.19.163.10,100,356,1,10/20/17 19:24,R_1kYsfgrmwGTPkib,,,,,41.53109741,-93.57050323,anonymous,EN,,,,,,,,,,,5,It's an attention-getting way to promoite the program. It will also perhaps attract more and better candidates/.,1,This makes light of something serious. No one wants something like that.,5,It's a wise use of the money because it's a gift that will keep giving. The people can get milk from the goat and work from the donkey.,3,It's a company that's intended to make money. I wouldn't want to listen but the CDEO has every right to sell as many ads as he wants.,3,"Since they're basically the same, it doesn't make any difference. He's using his professional judgment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,29,6,6,
10/20/17 19:16,10/20/17 19:25,0,76.30.119.122,100,524,1,10/20/17 19:25,R_1NFcLkP5FoHbc2o,,,,,29.82829285,-95.04669952,anonymous,EN,,,,,,,,,,,2,I am not sure what being a leader in the community has to do with health assistance. I would be more interested in their knowledge.,5,Most people won't do medical tests that they don't feel they need or maybe they are afraid insurance won't cover. This way he is keeping his patience healthy by offering them a procedure and some fun.,4,"I could see how he means well, but I think that everyone should have been offered some help. It is not fair to only help those below the poverty line because sometimes they are there for the free stuff.",5,He wants people to get free services so he upped the adds. That is a wise choice.,5,As a doctor he wants the best for his patients. That is how it should be.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,40,2,1,
10/20/17 19:17,10/20/17 19:25,0,24.60.90.10,100,469,1,10/20/17 19:25,R_1FhNVNvNOncils4,,,,,41.67340088,-71.15110016,anonymous,EN,,,,,,,,,,,4,This sounds like it will fulfill a need for this nation. It would lead to people having better care with less wait times.,4,Because people should be doing these tests for their own protection. It will possibly help save their lives in the future. ,3,"Im not sure why this person thinks that people are willing to take care of a piece of livestock. Also they may not live on farms, so they probably have no means of taking them in.",2,"Because people don't want to see advertisements, period!",3,"Well, this doctor thinks that treatment A would work better, so we have to respect his professional opnion. However, they should also let the patient know about the side effects of both. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,36,4,5,
10/20/17 19:13,10/20/17 19:25,0,47.41.28.147,100,680,1,10/20/17 19:25,R_12RS7Gv6emOX8Nf,,,,,33.78239441,-118.1444016,anonymous,EN,,,,,,,,,,,2,"We need better healthcare, so we need to incentivize people to become doctors and nurses on rural areas instead of creating a position for barely trained individuals. It's not that the idea itself is bad IF incorporated with better healthcare including more doctors and nurses in rural areas, but this is not addressing the root of the problem. It is a bandaid only, and it will not help the long term bigger picture. ",3,"It's definitely not inapporpriate, but it could offend some people or turn some people off. Moreover, it doesn't make the procedure seem ""less icky."" If that's the goal, this idea is a fail. Providing me with puzzles for toilet time after a bowel cleaning actually increases the ick factor. ",5,"As the saying goes, give a man a fish you feed him for a day. Teach a man to fish you feed him for a lifetime. By giving the poorest families livestock, the charity gives them a tool to provide for themselves and possibly to provide enough that they can sell and maybe actually climb out of poverty. ",5,"Part of having a free service usually means putting up with ads, commercials, and the like. I wouldn't enjoy it if the CEO used this tactic (some streaming stations have definitely gone this route), but I think it's appropriate and likely effective. ",3,"All things being equal with both medications, this seems to be a non-issue. It's not inappropriate but also not very appropriate if another medication will work the same way. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,41,4,3,
10/20/17 19:16,10/20/17 19:25,0,75.164.130.161,100,550,1,10/20/17 19:25,R_tWpLa1OQDFHvzPj,,,,,45.4467926,-122.5303955,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Seems responsible to me, being that they are offering training. Probably good that they are recruiting their own from their own communities, as well.",4,"It comes from a good place, I think. Some may find it inappropriate but I think it's in good humor.",4,It seems to fit with a charity's goals and not some personal gain. Only thing I'd question is if that was a part of why people were donating.,4,"It's their business and they can do what they feel they need to pull a profit, I suppose. It may be appropriate in that sense but I don't think it's going to garner much good will from users.",5,If both have the same impact on patients and the same affordability I see nothing wrong with it. About all that could be considered is using A if B wasn't working well for a patient.,,,,,,,,,,,1,3,36,3,4,
10/20/17 19:17,10/20/17 19:25,0,174.17.231.164,100,461,1,10/20/17 19:25,R_27Ih6eRUkP0nSGp,,,,,33.62379456,-112.0039978,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,This sounds like a good option to keep babies at this level.  I would do the same.  I think this is a professional choice to not go over 95 and not lower then 90. Good job. ,4,"I think it's good to teach people to fish, instead of providing a fish. That way they can use what they learned to benefit them forever. Rather then give them some money that will disappear in a week.",4,"This is a good idea and should be done all over the world. When people are out of work, it is inhumane to leave them without money for food and life necessities. This seems like a fair idea.  I believe the entire population around the world should get a monthly stippend for basic needs to live. I think we live in an inhumane world where people starve to death. We have enough land all over the world to build community gardens, yet the govts do nothing, because govts are run by the most corrupt and evil people. And I'm not talking about Presidents, I'm talking about those secret shadow govts that control the entire world in secret, who want people to starve and suffer.  ",2,I think saving for a retirement fund should be the decision of the employee and not the employer.  This sounds very pushy.  It does not sound right.  I think he should offer the information to employers but not automatically make them chose to opt out. They should decide on their own if they want to join.  ,2,"Two minutes is 1 and 1/2 minutes too long. That is far too long an advertisement for listeners to have to sit through. I believe 30 seconds is fair, but 2 minutes is too long. Listeners will decide not to listen anymore or get their music from somewhere else. ",2,3,46,4,2,
10/20/17 19:17,10/20/17 19:25,0,65.191.220.33,100,507,1,10/20/17 19:25,R_bjijZo7qvVA8ZrP,,,,,34.98739624,-79.23200226,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"I believe a 24hour period would be a nice medium between working too long of a shift, but also working too few of hours and increasing those patient ""hand-offs.""  It allows them get the best of both worlds while they are learning and gaining experience.",5,"Seems like an appropriate decision.  The drug is FDA approved, the doctor wants to help the patient get the most benefit and fewer negative side affects from the treatment.",2,"I don't believe this tactic will work. There are different poverty levels, and you also don't want to stress the resources that are available to this population.  Also, where's the incentive to work and get off these programs?",4,"I believe this could be a good move, but it would highly be dependent on if this is the reason people are not investing in my company retirement plans.  I think a better tactic, before removing valuable options for his employees should be to survey the employees and inquire why more people aren't choosing to take advantage of the retirement plan opportunity.",4,"Seems like a good approach, but again, like a previous question, it might be wise to survey the teachers and see what they value as part of making them ""happier""",,,,,,,,,,,,,,,,,,,,,2,3,31,6,3,
