pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode,,,,,,,,,,,,
643,xAB5,Charity.RT,5,0,I thought this was most appropriate because ultimately is helping with poverty and to help people escape from extreme poverty.,183,R_2zUxPJA64Yj7Lqh,2,1,1,1,1,1,1,0,2,1,2,0,2,0,1,1,1,0,2,,5,0,1,2,5,1,2,0,3,1,30,0,3,0,2,0,4,5,0,,,,,,,,,,,,
644,xB2,DrugTeach.B,5,0,"I chose this option because both drugs are effective and affordable, so it doesn't really matter which drug is being prescribed.",436,R_1OizrMoqVIvw8qq,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,7,0,3,3,4,2,1,1,4,0,27,0,3,0,1,0,8,7,0,,,,,,,,,,,,
645,xA3,Funds.More,2,1,"This all carrot and no stick. There are no negative consequences, just positive ones. They have nothing to loose what so ever.",158,R_3dYCX4m6QAWK35r,1,0,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,n/a,7,0,2,2,2,4,1,1,3,1,27,0,4,1,1,0,8,7,0,,,,,,,,,,,,
646,xAB6,Recruit.SC,3,0,I think the position is a great idea.  Most people in health care are there because they care and want to care for people.  It is a very personally rewarding job.,388,R_3r3ceIlBnnmx6Zk,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,Nursing degree if that qualifies.,8,1,5,5,1,5,2,0,3,1,70,1,3,0,1,0,15,8,0,,,,,,,,,,,,
647,xB7,Income.Unemployed,4,0,"I agree on giving them some assistance, but I feel that is too much.  They  should at minimum stop receiving payments when they get a job",155,R_1rk6EDynCn3uy78,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,4,4,3,3,1,1,3,1,35,1,3,0,2,0,11,7,0,,,,,,,,,,,,
648,xAB1,Drug.AB,5,0,He is conducting valid research on two viable options for his patients and choosing the best one for their treatment.  Allowing for both cost and effectivness to play a role,196,R_2EvmAynyhs5scGm,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,5,2,5,1,2,0,3,1,42,1,4,1,4,1,8,8,0,,,,,,,,,,,,
649,xA6,Recruit.Social,4,0,Posters can reach a wide variety of audience. Listing the benefits of the position is a great way to gain attention from individuals that would be interested in finding out more about it.,612,R_2yfiNH6DaNu5xyN,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,3,4,2,2,0,3,1,45,1,3,0,6,1,6,9,0,,,,,,,,,,,,
650,xAB4,Teacher.BoBr,4,0,As long as the teachers approve of the options and the increase in wages is approved by the school board it should be okay. Being a public office he can't just randomly decide to change things. I am assuming the teachers union will also have to approve.,213,R_3KBp5CfAZw1c6jN,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Information Technology,8,1,1,1,5,1,1,1,3,1,39,1,4,1,3,0,3,8,0,,,,,,,,,,,,
651,xA1,Drug.A,5,0,The doctor took various paitient's concerns into mind.He remembered that his paitients would need effective and affordable treatment.,340,R_3pfYuxRxVbk5psD,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,2,2,3,3,1,1,3,1,45,1,4,1,2,0,7,8,0,,,,,,,,,,,,
652,xB4,Teacher.Breaks,4,0,"Teachers are paid a very low income for they work they do and I believe, as a teacher myself, that extra vacation days for hard working teachers that strive for a better education for their students is in the states best interest. Extra vacation days during winter and summer vacation could mean more stress relief and better ability for teachers to ease their mind and start fresh when returning to work.",466,R_ZejwD0XyeeSCiS5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,4,3,4,2,1,1,3,1,45,1,6,1,2,0,9,7,0,,,,,,,,,,,,
653,xA5,Charity.Roof,5,0,Seems like a nice thing to do. Most people below a certain income level probably need the help,111,R_240l4H9PBt8941J,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,2,1,5,1,1,1,3,1,31,0,2,0,3,0,4,8,0,,,,,,,,,,,,
654,xAB2,DrugTeach.AB,2,1,The doctor wants to do a good job for his patients but drug studies need more control of variables before drawing such conclusions.,174,R_cuaHimCFUL6Xtbb,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,1,5,1,2,0,3,1,60,1,6,1,6,1,7,9,0,,,,,,,,,,,,
655,xB5,Charity.Train,4,0,"TO LEARN A TRADE THAT WOULD PROVIDE A STEADY INCOME COULD BE LIFE CHANGING FOR SOMEONE LIVING BELOW POVERTY LEVEL. IT COULD BE A LIFE CHANGING EXPERIENCE, IN A GOOD WAY.",451,R_28P1bDNy1UAhJ1j,2,1,1,1,1,1,1,0,1,0,2,0,1,1,1,1,1,0,2,,5,0,3,2,4,2,2,0,3,1,40,1,3,0,4,1,7,5,0,,,,,,,,,,,,
656,xAB5,Charity.RT,4,0,"It doesn't seem like the best idea to stop poverty, but it is a step forward. Seems like he's trying to help instead of harming.",428,R_1IA6XXNUxQ6FpIx,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,3,1,4,2,2,0,1,0,20,0,3,0,1,0,6,8,0,,,,,,,,,,,,
657,xA4,Teacher.Bonus,5,0,"I believe that yearly bonuses for teachers will result in more happier and nicer teachers, which in turn will result in happier students because there will be no negativity.",204,R_3dDMM27yMTgIUhu,2,1,1,1,1,1,2,1,1,0,2,0,2,0,1,1,1,0,2,,5,0,4,3,3,3,2,0,3,1,19,0,2,0,2,0,10,5,0,,,,,,,,,,,,
658,xB2,DrugTeach.B,5,0,As long as the medication works as well as the other and doesn't have adverse side effects I do not see any issue.,169,R_qEDW3BzfmaectUd,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,3,4,2,2,0,3,1,22,0,4,1,6,1,10,9,0,,,,,,,,,,,,
659,xB6,Recruit.Career,3,0,"It is a noble effort to create a position that can help people with their health in remote regions. However, one year of training does not seem sufficient.",154,R_82FaontJwbSC6op,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,22,0,3,0,5,1,3,9,0,,,,,,,,,,,,
660,xA3,Funds.More,1,1,I think any encouragement to entice employees to save for retirement is a good one. I don't see how there would be any cons to using this to get people to sign up for a 401K or 403B. It also demonstrates the humility of this CEO by offering to pay a bonus so people will sign up.,280,R_24wKKgQ5yG7KhkN,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,5,4,2,2,0,3,1,32,0,3,0,2,0,12,9,0,,,,,,,,,,,,
661,xA6,Recruit.Social,4,0,"I think having non-medical trained people serving as the front line of health professionals is not ideal.  However, I think the Congress is doing the best it can to serve its progress with the limited resources that are available to it.",132,R_2BfaTulteBdhD8b,1,0,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,7,0,5,2,5,1,1,1,3,1,31,0,6,1,6,1,8,7,0,,,,,,,,,,,,
662,xAB6,Recruit.SC,4,0,Because they are following the word of the peiple in the area. Essentially listening to the biggest need,252,R_2YVRsrF9tOAIPHc,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,3,3,3,2,0,3,1,36,1,3,0,3,0,10,9,0,,,,,,,,,,,,
663,xB7,Income.Unemployed,3,0,"I believe that the government should stay out of people's lives. People should be allowed to both suceed or fail based on their own abilities. Meddling in peoples lives only breeds dependance. That being said, a donation based instead of currency based thing like this run by a non profit could be a good idea.",227,R_1N9Vq5t61szny9M,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Biology,9,1,5,2,3,3,1,1,3,1,24,0,4,1,3,0,10,9,0,,,,,,,,,,,,
664,xA7,Income.All,4,0,The plan is somewhat appropriate. The citizens work and gain skills while the government trains workers.,238,R_1mlY9xo7eZ8hje5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,4,4,3,3,1,1,5,0,30,0,3,0,5,1,11,8,0,,,,,,,,,,,,
665,xAB7,Income.AU,4,0,Gives people the opportunities to get jobs each month with some income.  Studies the two different payment structures to better the unemployment rate.,293,R_qPcJeIFfHGNL4nn,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,2,4,3,3,1,1,3,1,42,1,3,0,3,0,9,8,0,,,,,,,,,,,,
666,xB1,Drug.B,5,0,it is affordable and cost-effective. I believe two of the most important things when it comes to medications is cost and side-effect profile.,273,R_1mPC8v1RklkOP8k,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,biology,9,1,4,4,4,2,1,1,"3,4",0,27,0,4,1,3,0,10,9,0,,,,,,,,,,,,
667,xA2,DrugTeach.A,5,0,It sounds like the effects and results gained from either type of medication is fine.  The choice does not seem relevant if the results are nearly identical.,482,R_1FwuCsQ2XeYn38O,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,2,5,1,1,1,3,1,36,1,3,0,2,0,5,9,0,,,,,,,,,,,,
668,xB5,Charity.Train,4,0,I think that this is a good use of the money. If the adults are able to work learning a skill might help them get out of poverty.,132,R_1OZDoj7O6a9kYjO,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,,7,0,4,3,4,2,2,0,3,1,38,1,3,0,4,1,9,7,0,,,,,,,,,,,,
669,xB3,Funds.Highlight,5,0,I feel like the CEO of the company really cares about his employees and wants them to get the most out of life. He's willing to go the distance that a lot of people wouldn't.,899,R_W7LL60S3wid19FT,2,1,2,0,1,1,2,1,1,0,1,1,2,0,1,1,2,1,2,,6,0,3,2,5,1,2,0,3,1,21,0,3,0,1,0,6,6,0,,,,,,,,,,,,
670,xB6,Recruit.Career,4,0,"It seems like an effective approach to tackling healthcare in this country's given situation regarding lack of resources.  The reason I did not give a ""very appropriate"" rating is I did not have enough information to say that this is a great idea.",283,R_er1t5Bx7Oa9OotH,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,2,2,5,1,1,1,4,0,35,1,6,1,5,1,5,8,0,,,,,,,,,,,,
671,xAB3,Funds.MH,2,1,It isn't not fair to the other half,448,R_22s7lmpMsEEltNK,1,0,1,1,1,1,2,1,1,0,2,0,1,1,1,1,1,0,2,,5,0,4,4,4,2,2,0,2,0,34,1,4,1,2,0,10,5,0,,,,,,,,,,,,
672,xA4,Teacher.Bonus,3,0,"I'm not convinced that giving teachers bonuses will improve their performance. Instead, the money could be invested in some sort of ongoing education for teachers program.",198,R_3P4D90pVg77V2yL,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,4,3,3,1,1,3,1,64,1,3,0,2,0,11,9,0,,,,,,,,,,,,
673,xB3,Funds.Highlight,5,0,"I don't think there's a problem with providing more information to employees about their options for retirement. If the company has several options, then that information should be provided as it might drive employees to want to invest in their own retirement.",185,R_3k5iJmMv8lbrd6F,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,4,2,1,1,"2,3",0,27,0,3,0,1,0,4,9,0,,,,,,,,,,,,
674,xA3,Funds.More,5,0,"Sometimes it may be the lack of choice that stops people from using the company retirement plans. Though it would have been a good idea to check with his company to see why people don't enroll in those plans. For me personally, I think they do a terrible job of explaining the plans and what them matching my investments actually means.",337,R_1FeuOhrq5iRHjyq,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,1,Information Techology,6,1,1,1,4,2,1,1,3,1,34,1,3,0,4,1,4,6,0,,,,,,,,,,,,
675,xAB5,Charity.RT,5,0,I think that the director is wise to test his theories so that he can ensure the optimal allocation of capital.,354,R_VR7zyo3pU3pyQg1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,3,4,5,1,1,1,3,1,28,0,6,1,4,1,8,8,0,,,,,,,,,,,,
676,xA7,Income.All,4,0,welfare is bad but sounds reasonable,296,R_2ebqkxrrEbSHuDA,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,5,5,1,1,1,3,1,25,0,3,0,4,1,9,9,0,,,,,,,,,,,,
677,xAB1,Drug.AB,5,0,He is using sound logic to determine which medication will be most likely to help.,283,R_YaeQRspVqPAXmZH,2,1,1,1,2,0,2,1,2,1,2,0,1,1,2,0,2,1,2,,6,0,5,3,4,2,1,1,3,1,32,0,4,1,3,0,10,6,0,,,,,,,,,,,,
678,xAB3,Funds.MH,5,0,I believe it is inappropriate to offer employees in the same company different retirement options. It is improper to offer one group an option and preclude them from the other.,305,R_2zl8ejzApz76AbT,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,5,4,2,4,2,0,3,1,52,1,4,1,3,0,13,8,0,,,,,,,,,,,,
679,xA1,Drug.A,4,0,He seems to be doing the right thing via prescription drugs. the cost is affordable and the side effects are low.,278,R_RCi5RJjAlhNgfCN,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,3,3,2,4,2,0,5,0,31,0,3,0,2,0,10,7,0,,,,,,,,,,,,
680,xB1,Drug.B,1,1,"Dr Jones has taken into consideration the effectiveness, the side effects, and affordability for his patients. Hallmarks of a caring doctor.",249,R_1DZLRHmiIgxz6Gj,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,1,5,1,1,1,3,1,30,0,3,0,3,0,6,9,0,,,,,,,,,,,,
681,xAB4,Teacher.BoBr,2,1,All of the teachers should be treated the same. Ask the teachers what they would prefer.,248,R_YYnmVLxQShrDnO1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,,6,0,2,2,5,1,2,0,3,1,23,0,4,1,4,1,5,6,0,,,,,,,,,,,,
682,xAB2,DrugTeach.AB,4,0,"He doesn't know which one is better so instead of giving drugs to patients arbitrarily, he's obtainining new information with his method.",131,R_r9K48FtWeVglg5z,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Chemistry,8,1,1,1,5,1,1,1,3,1,28,0,5,1,1,0,3,8,0,,,,,,,,,,,,
683,xA5,Charity.Roof,1,1,A new roof on a home does not elevate someone out of poverty,211,R_ANjjtXcAHeZDgXL,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,2,1,4,2,1,1,3,1,56,1,4,1,4,1,5,8,0,,,,,,,,,,,,
684,xA2,DrugTeach.A,3,0,"is the personal opinion of the doctor, but both drugs are viable.",629,R_tSdnNdMDEBbry0h,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,1,computing,7,1,3,2,1,5,1,1,2,0,50,1,4,1,2,0,10,7,0,,,,,,,,,,,,
685,xB7,Income.Unemployed,5,0,People need a hand up when they've been unemployed for a significant amount of time.  It's hard to climb up when everything is pushing you down.  I feel like it is the government's job to help it's citizens when the chips are down.,240,R_u9fnfXgc80DY0A9,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,4,5,1,1,1,3,1,41,1,3,0,3,0,7,9,0,,,,,,,,,,,,
686,xAB7,Income.AU,3,0,best decision,108,R_PAjtSeBRFvoEOuB,2,1,2,0,1,1,2,1,2,1,1,1,2,0,2,0,1,0,2,,5,0,2,2,3,3,2,0,5,0,25,0,3,0,1,0,7,5,0,,,,,,,,,,,,
687,xA6,Recruit.Social,4,0,"It is good that the leader recognize the need for healthcare.  But it would be better to have fully qualified doctors and nurses.  However perhaps there is not enough money to pay for them or they are unable to get them for other reasons, so this is the best option with the means available.",193,R_1pGKIx7lTVd61na,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,45,1,6,1,6,1,3,9,0,,,,,,,,,,,,
688,xA6,Recruit.Social,4,0,"I think it is good to create positions for locals, who have the most access to those around them to know if there are health needs to address. I think the position may require more than just a year of training.",193,R_1j8oUYqZuvkgVDO,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,3,1,25,0,4,1,2,0,3,8,0,,,,,,,,,,,,
689,xB2,DrugTeach.B,3,0,There is no clear distinction between either drug. It would be fine if he gave either of the drugs to the patient.,275,R_usq6uxQiHO8VIe5,2,1,1,1,1,1,2,1,2,1,2,0,2,0,1,1,1,0,2,,6,0,3,4,2,4,1,1,2,0,23,0,5,1,1,0,11,6,0,,,,,,,,,,,,
690,xB4,Teacher.Breaks,4,0,Because having a few more vacation days would be beneficial to the teacher both the teachers happiness and his/her teachings.,345,R_3n8EwiX7Wr2xy9Y,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,,7,0,4,4,4,2,2,0,3,1,28,0,3,0,3,0,10,7,0,,,,,,,,,,,,
691,xAB6,Recruit.SC,4,0,"Congress is attempting to find the most effective method by which to recruit people for an important job (health assistant), so it is appropriate for Congress to test different methods to find the best one.  On their own, nothing is wrong with either presented method, so it is not unreasonable to use either one, or test one against the other.  However, while the advantages outweigh the disadvantages, it is slightly inappropriate to make people the unwitting subjects of an experiment by seeing which kinds of people respond to each poster.",640,R_1gziReNPIjfVYem,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,27,0,4,1,1,0,3,9,0,,,,,,,,,,,,
692,xB1,Drug.B,5,0,"I believe that Dr, Jones decision was very appropriate because if he told his patients to go buy a more expensive brand and they couldn't afford it people are likely not to buy it",476,R_1M6QGuYEN2ewi1a,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,5,3,3,2,0,1,0,23,0,3,0,1,0,13,9,0,,,,,,,,,,,,
693,xA1,Drug.A,5,0,It makes sense,423,R_3JL4ZWoJQH3j0Ht,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,4,4,2,1,1,"3,4",0,26,0,5,1,5,1,10,9,0,,,,,,,,,,,,
694,xAB1,Drug.AB,2,1,He should prescribe to all the patients needing the medication.,271,R_1GHOzvKms20oqFz,1,0,1,1,1,1,1,0,1,0,2,0,1,1,1,1,2,1,2,,5,0,1,4,2,4,2,0,3,1,51,1,3,0,1,0,9,5,0,,,,,,,,,,,,
695,xAB6,Recruit.SC,4,0,The both methods will ensure recruiting potential health assistants.,353,R_2V8Z58ocYTucMAL,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,3,4,2,2,0,3,1,34,1,3,0,5,1,10,9,0,,,,,,,,,,,,
696,xA5,Charity.Roof,5,0,This is appropriate because the low income families probably will not be able to fix there roof otherwise.,177,R_2rr8O3YuUG17OsD,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,7,0,5,4,4,2,2,0,1,0,30,0,3,0,3,0,11,7,0,,,,,,,,,,,,
697,xAB7,Income.AU,4,0,It seems fair to test things in this way.  This way of doing things will give important information to congress on what motivates its citizens to go out and be employed.,254,R_31Ej3ZnqQjOw9lb,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,,6,0,4,2,5,1,1,1,3,1,44,1,6,1,6,1,7,6,0,,,,,,,,,,,,
698,xAB2,DrugTeach.AB,5,0,seems like the best way to figure out which drug really is the better one.,264,R_Ast0bnCTEiK7UqZ,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,2,,7,0,3,4,3,3,2,0,3,1,48,1,2,0,4,1,10,7,0,,,,,,,,,,,,
699,xA7,Income.All,4,0,"I believe this is a better solution than just giving them money. However, I think the government should provide easy jobs for them to do, such as construction or booking keeping, instead of just making them attend a monthly job fair.",209,R_31YotUlKdRKGlPL,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,1,1,5,1,2,0,"3,4",0,18,0,2,0,5,1,3,8,0,,,,,,,,,,,,
700,xA4,Teacher.Bonus,4,0,The superintendent could remove financial stress from the teachers with a bonus and help remove preoccupation from their mind so that they're more efficient at work. I selected 'somewhat appropriate' because I would be more in favor of increasing overall wages to be livable over an annual bonus.,269,R_2S6vS2DhyUrisAV,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,5,0,27,0,2,0,1,0,3,9,0,,,,,,,,,,,,
701,xA3,Funds.More,5,0,I think that increasing the amount of funds available will allow individuals who have varying risk levels be more comfortable with their choices,255,R_1ePlaL8Tld4fJBF,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,Health Science ,8,1,3,4,4,2,1,1,3,1,33,0,6,1,6,1,9,8,0,,,,,,,,,,,,
702,xB7,Income.Unemployed,2,1,People should not be paid by the government if they have a job. The money has to come from somewhere and that somewhere would be taxes.,256,R_3iWqIQPCX1qSwfh,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,n/a,9,0,3,3,4,2,1,1,3,1,34,1,3,0,5,1,8,9,0,,,,,,,,,,,,
703,xAB3,Funds.MH,2,1,I do not believe that people should be tested out like guinea pigs. I feel that the CEO might have needed to find out what his current employees would be interested in. Instead of just enrolling the new hires into whatever he deems worthwhile.,287,R_12Pwe5vQIfsYQsz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,2,2,5,1,2,0,3,1,28,0,2,0,2,0,5,8,0,,,,,,,,,,,,
704,xAB4,Teacher.BoBr,5,0,By doing this incentive everyone wins. The teachers will have a chance to receive a monetary incentive or more vacation. On the contrary the students will benefit because the teachers will more motivated to provide a higher quality education.,537,R_3NxnikORhSyJFAi,1,0,2,0,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,5,0,5,4,1,5,1,1,1,0,67,1,4,1,4,1,14,5,0,,,,,,,,,,,,
705,xB2,DrugTeach.B,4,0,"I said somewhat appropriate as I felt Dr. Jones was acting in his patients best interest based off his knowledge, but I didn't choose very appropriate as I didn't know all the details.",500,R_3kczEpzkO4wfoKq,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,"B.S Environmental Science - Marine Ecology, Masters in Oceanography, PhD Marine Biology, Astrobiology Dual-Title",8,1,3,1,4,2,1,1,3,1,25,0,6,1,5,1,6,8,0,,,,,,,,,,,,
706,xB4,Teacher.Breaks,4,0,Id say it's mostly appropriate because the superintendent is just trying to increase the benefit to their students.,239,R_3KOMOSfqTsmjmDq,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,,7,0,5,4,4,2,1,1,3,1,18,0,2,0,2,0,11,7,0,,,,,,,,,,,,
707,xA2,DrugTeach.A,4,0,That is that doctors best recommendation and makes it fair that all patients are receiving the same treatment.,194,R_12lhUnHRfqw28HM,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,1,0,2,,7,0,2,2,5,1,2,0,3,1,22,0,3,0,3,0,5,7,0,,,,,,,,,,,,
708,xB3,Funds.Highlight,5,0,Planning for one's own retirement is important and having information to make an informed decision is a good idea.,218,R_1EbwO2DD9sxpvY5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Mechanical,9,1,3,2,4,2,2,0,3,1,41,1,4,1,3,0,7,9,0,,,,,,,,,,,,
709,xB6,Recruit.Career,4,0,"It would be more appropriate if training was longer than one year. But, some help is better than no help.",273,R_1FsMlUZrPo66rf3,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,3,4,4,2,2,0,"1,2,3",0,38,1,3,0,4,1,9,7,0,,,,,,,,,,,,
