,ID,Time.Started,Time.Finished,OS,Country,Area,City,Provider,Gender,Age,Year.Of.Birth,Question.1,In.a.couple.of.sentences..please.tell.us.why.you.chose.the.option.you.chose.,God.or.some.type.of.nonhuman.entity.is.in.control.of.the.events.in.the.universe.,We.believe.too.often.in.science..and.not.enough.in.feelings.and.faith.,Knowledge.can.best.be.obtained.through.scientific.research.,Marital.Status,Number.of.children,Education,Employment.Status,Career,Race,Income,Musicfan,Productivity.Booster,Bookworm,Socialite,Traveler,Sportsfan,Gamer,Value.Shopper,Food.and.Dining.Lover,Entertainment.Enthusiast,Fashionista,ADID.IDFA
70,-1039687677,8/19/17 7:06,8/19/17 7:06,iOS,US,Ohio,Marietta,AT&T,female,18 - 24,1993,Somewhat inappropriate,It is not ethical for healthcare professionals to knowingly put their patients in harms way. If these patients develop infections they could suffer complications or even die from sepsis. This facility could use evidence based practice and implement standards precautions or provide more training to its employees. It was also not stated if the patients consented to be part of this experiment. If they did not this is definitely not ethically or morally right.,Strongly agree,Strongly disagree,Strongly agree,living_with_partner,zero,vocational_technical_college,student,health_care_and_social_assistance,white,lower_ii,,,,,,,,,,,,FFF97A52-9D7F-4673-A989-1E8E120F806D
64,-1039687677,8/19/17 7:06,8/19/17 7:06,iOS,US,Ohio,Marietta,AT&T,female,18 - 24,1993,Somewhat appropriate,It is not ethical for healthcare professionals to knowingly put their patients in harms way. If these patients develop infections they could suffer complications or even die from sepsis. This facility could use evidence based practice and implement standards precautions or provide more training to its employees. It was also not stated if the patients consented to be part of this experiment. If they did not this is definitely not ethically or morally right.,Strongly agree,Strongly disagree,Strongly agree,living_with_partner,zero,vocational_technical_college,student,health_care_and_social_assistance,white,lower_ii,,,,,,,,,,,,FFF97A52-9D7F-4673-A989-1E8E120F806D
68,-1039687677,8/19/17 7:07,8/19/17 7:07,iOS,US,Ohio,Marietta,AT&T,female,18 - 24,1993,Somewhat inappropriate,It is not ethical for healthcare professionals to knowingly put their patients in harms way. If these patients develop infections they could suffer complications or even die from sepsis. This facility could use evidence based practice and implement standards precautions or provide more training to its employees. It was also not stated if the patients consented to be part of this experiment. If they did not this is definitely not ethically or morally right.,Strongly agree,Strongly disagree,Strongly agree,living_with_partner,zero,vocational_technical_college,student,health_care_and_social_assistance,white,lower_ii,,,,,,,,,,,,FFF97A52-9D7F-4673-A989-1E8E120F806D
32,-1039230467,8/19/17 6:37,8/19/17 6:38,Android,US,South Carolina,Unknown,MetroPCS,female,18 - 24,1997,Somewhat inappropriate,Not all people read the signs on the walls,Strongly disagree,Agree,Agree,living_with_partner,one,high_school,unemployed_looking,hotel_and_food_services,hispanic,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,44c1be85-2a8c-4c9d-8cf7-0288f3df9300
38,-1026871713,8/19/17 7:06,8/19/17 7:06,Android,US,North Carolina,Goldsboro,Verizon Wireless,female,25 - 34,1985,Very appropriate,"Because it would ensure that all staff knows the risks, knows the precautions, and is reminded proper procedure for that patient.",Neither agree nor disagree,Neither agree nor disagree,Strongly agree,married,three,vocational_technical_college,homemaker,homemaker,white,middle_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,6669a459-c090-4eeb-b23f-2491916b0099
15,-1026304368,8/19/17 7:07,8/19/17 7:08,Android,US,New York,The Bronx,Boost Mobile,female,25 - 34,1990,Very appropriate,It puts people at ease,Strongly agree,Agree,Strongly agree,single,five,high_school,homemaker,homemaker,hispanic,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,263f6e2c-0c5b-4d3c-9792-0ec3e96e85e0
40,-1023275854,8/19/17 7:09,8/19/17 7:09,Android,US,Unknown,Unknown,Boost Mobile,female,18 - 24,1998,Very appropriate,I choose that answer because in the medical.field in order to succeed experiments shall be made. We need to do trial and error in order to achieve the desired success.,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,single,zero,vocational_technical_college,student,health_care_and_social_assistance,latino,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7c39dbde-25a8-4194-9291-d6caab99d3e9
89,-1021786404,8/19/17 7:08,8/19/17 7:08,Android,US,Louisiana,Westwego,,female,45 - 54,1969,Somewhat inappropriate,The patient will be able to see and read it.,Strongly agree,Strongly disagree,Agree,divorced,one,vocational_technical_college,unemployed_looking,unemployed,black,lower_i,,,,,,,,,,,,
30,-1020362874,8/19/17 6:49,8/19/17 7:05,Android,US,Kentucky,Madisonville,AT&T,female,25 - 34,1992,Very appropriate,"Because as a doctor, their job is to do anything and everything that can help a person's health and well being.  Including taking every precaution they can take to ensure good health of the patient.",Agree,Agree,Neither disagree nor agree,married,one,vocational_technical_college,homemaker,homemaker,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,425df358-82ea-4e60-b3e4-179490693381
22,-1020362874,8/19/17 7:05,8/19/17 7:06,Android,US,Kentucky,Madisonville,AT&T,female,25 - 34,1992,Very appropriate,Because part of the job I'd being a doctor is to do whatever you can to benefit the patient. Such as taking every precautionary step they can take to ensure good health in their patient.,Strongly agree,Strongly agree,Agree,married,one,vocational_technical_college,homemaker,homemaker,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,425df358-82ea-4e60-b3e4-179490693381
32,-1020362874,8/19/17 7:06,8/19/17 7:07,Android,US,Kentucky,Madisonville,AT&T,female,25 - 34,1992,Very appropriate,Because as a doctor their job is to do everything they can to ensure the we'll being of their patient. Such as taking every precautionary step they can take to ensure good health of the patient.,Strongly disagree,Agree,Agree,married,one,vocational_technical_college,homemaker,homemaker,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,425df358-82ea-4e60-b3e4-179490693381
28,-1016370599,8/19/17 6:37,8/19/17 6:39,Android,US,Idaho,Preston,Verizon Wireless,female,25 - 34,1990,Very appropriate,Giving patients the information they need in the room they are being treated is always a good idea,Strongly agree,Strongly agree,Neither agree nor disagree,married,one,vocational_technical_college,homemaker,homemaker,white,lower_i,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,35654e5b-124e-4f43-8983-efe8141f3cfa
98,-1003736289,8/19/17 7:05,8/19/17 7:06,Android,US,Unknown,Unknown,Sprint,female,25 - 34,1984,Somewhat appropriate,So they can know what to do should an infection arise.,Disagree,Disagree,Strongly agree,married,one,university,unemployed_looking,education,hispanic,lower_ii,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,fc6416ff-33f6-47a8-901a-2181f644adf7
104,-1001514305,8/19/17 6:37,8/19/17 6:39,Android,US,Oklahoma,Oklahoma City,Verizon Wireless,female,> 54,1962,Somewhat appropriate,They should all follow the same procedure,Strongly agree,Strongly agree,Strongly agree,married,three,high_school,employed_for_wages,government_and_public_administration,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,b4033eeb-e2b8-4944-a1c6-9339b825ab79
20,-994133184,8/19/17 6:37,8/19/17 6:38,Android,US,Tennessee,Unknown,T-Mobile,male,35 - 44,1974,Neither inappropriate nor appropriate,It just seemed right. I believed it is optional,Agree,Agree,Strongly agree,divorced,one,university,unable_to_work,construction,white,lower_i,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,263b9adf-affc-439f-85d8-ac2fc8803f1e
93,-986464305,8/19/17 6:48,8/19/17 6:49,Android,US,Texas,Irving,cricket,female,25 - 34,1983,Very inappropriate,Bc think they safe life in everyone,Neither agree nor disagree,Agree,Agree,single,one,high_school,unable_to_work,education,black,prefer_not_to_say,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,dbe1a8f7-2756-4182-99d8-03200cd45ba0
4,-976894699,8/19/17 6:35,8/19/17 6:37,Android,US,Ohio,Chesterhill,Unknown,female,35 - 44,1979,Very appropriate,Because I feel it is important. They have an essential view point.,Strongly disagree,Agree,Agree,living_with_partner,six_or_more,university,homemaker,homemaker,white,lower_ii,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12df09f2-785b-4f37-9d92-3b22039671b2
89,-971419302,8/19/17 6:39,8/19/17 6:47,Android,US,Oklahoma,Unknown,Boost Mobile,female,25 - 34,1992,Very appropriate,Because following safety precautions is very important. Hospitals can be sued for giving a patient an infection that can kill them.,Strongly agree,Strongly agree,Strongly agree,single,two,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,black,middle_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,b8102e65-d511-43b0-82e0-38cb2b053633
84,-971419302,8/19/17 6:47,8/19/17 6:47,Android,US,Oklahoma,Unknown,Boost Mobile,female,25 - 34,1992,Very appropriate,Safety is one number priority in hospitals settings.,Strongly agree,Strongly agree,Strongly agree,single,two,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,black,middle_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,b8102e65-d511-43b0-82e0-38cb2b053633
84,-971419302,8/19/17 6:47,8/19/17 6:48,Android,US,Oklahoma,Unknown,Boost Mobile,female,25 - 34,1992,Very appropriate,Safety comes first. You are trained to co your best in getting patients well not giving them infections.,Strongly agree,Strongly agree,Strongly agree,single,two,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,black,middle_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,b8102e65-d511-43b0-82e0-38cb2b053633
87,-967761324,8/19/17 6:48,8/19/17 7:06,iOS,US,Illinois,Mooseheart,U.S. Cellular,female,25 - 34,1987,Somewhat appropriate,Because a doctor has the education to make a good decision. They also should know your health history in order to make that decision.,Neither agree nor disagree,Neither agree nor disagree,Agree,single,zero,university,employed_for_wages,education,white,lower_ii,,,,,,,,,,,,CE06C698-9A98-4BC8-A77F-2F3A4FBB9E14
47,-967749940,8/20/17 17:47,8/20/17 17:48,Android,US,Virginia,Unknown,U.S. Cellular,male,35 - 44,1977,Somewhat appropriate,Because makes sense,Strongly agree,Agree,Agree,married,one,high_school,self_employed,construction,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,65cb9220-deb7-41fe-9b9e-80c94dfdd240
11,-965238051,8/20/17 17:49,8/20/17 17:52,iOS,US,Georgia,Unknown,Sprint,female,18 - 24,1997,Neither inappropriate nor appropriate,"I think it is appropriate because either way. You have to figure out what is the best way to do the procedures. I also think it's innopropiate because it is sad to test on humans, if it were to go wrong.",Strongly agree,Agree,Agree,single,zero,high_school,student,education,white,lower_ii,,,,,,,,,,,,17877BC2-FB35-4848-8EA3-83B701C953F4
39,-963073353,8/19/17 6:42,8/19/17 6:43,Android,US,Michigan,Allen Park,,female,18 - 24,1996,Very appropriate,I think it is important for patients to know what kind of care they are receiving,Strongly agree,Disagree,Agree,single,zero,high_school,student,student,white,lower_i,,,,,,,,,,,,
41,-955514528,8/19/17 7:08,8/19/17 7:08,Android,US,Texas,Austin,MetroPCS,female,25 - 34,1990,Very appropriate,I chose this because patients should be told what risks are involved woth any medical procedure and how they can reduce risk of harm durong and after.,Disagree,Disagree,Strongly agree,living_with_partner,zero,university,self_employed,agriculture_forestry_fishing_or_hunting,white,lower_i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5e743660-c249-41b6-8d47-c92b5e4c8418
19,-933610399,8/19/17 6:48,8/19/17 6:49,Android,US,California,Los Angeles,AT&T,female,25 - 34,1986,Very appropriate,Shows that they are being precautious,Strongly agree,Agree,Agree,living_with_partner,one,university,employed_for_wages,health_care_and_social_assistance,other,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,225d913a-c808-439d-9e37-07dcdc5a6c4e
18,-933610399,8/19/17 6:48,8/19/17 6:48,Android,US,California,Los Angeles,AT&T,female,25 - 34,1986,Neither inappropriate nor appropriate,Because you can not assume what will be appropriate for one client. What is appropriate for one may be inappropriate to another,Agree,Disagree,Strongly agree,living_with_partner,one,university,employed_for_wages,health_care_and_social_assistance,other,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,225d913a-c808-439d-9e37-07dcdc5a6c4e
14,-933610399,8/19/17 6:48,8/19/17 6:48,Android,US,California,Los Angeles,AT&T,female,25 - 34,1986,Neither appropriate nor inappropriate,What is appropriate for one may be inappropriate to another,Neither disagree nor agree,Neither disagree nor agree,Strongly agree,living_with_partner,one,university,employed_for_wages,health_care_and_social_assistance,other,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,225d913a-c808-439d-9e37-07dcdc5a6c4e
107,-922870087,8/20/17 17:48,8/20/17 17:49,Android,US,Georgia,Marietta,Lycamobile,female,25 - 34,1985,Very inappropriate,Not soo healthy way,Strongly agree,Agree,Strongly agree,married,zero,university,homemaker,software,prefer_not_to_say,lower_ii,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,b75cfa5c-7416-46d4-a255-20cbf0818b15
31,-918288945,8/19/17 7:09,8/19/17 7:11,Android,US,Colorado,Broomfield,cricket,female,18 - 24,1993,Somewhat appropriate,It allows the doctor's to use extra precaution to help prevent serious infections.,Neither agree nor disagree,Agree,Agree,single,zero,high_school,student,unemployed,white,prefer_not_to_say,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51c58977-7134-49a7-b80d-f41671b072b6
116,-906249841,8/19/17 6:44,8/19/17 6:44,Android,US,California,Riverside,,female,25 - 34,1985,Very inappropriate,I don't like the idea,Strongly agree,Strongly agree,Neither agree nor disagree,single,zero,university,student,student,hispanic,middle_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,d20acdf5-5435-4768-8472-0e6fe59bb326
98,-902663790,8/19/17 7:06,8/19/17 7:06,Android,US,Michigan,Dundee,AT&T,female,25 - 34,1987,Very inappropriate,The Dr. Doesn't seem to be taking the right precautions to make sure the patients survive. The Dr. Doesn't seem to care if they die of a deadly disease or not.,Agree,Agree,Neither agree nor disagree,married,three,university,other,unemployed,white,lower_ii,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,f6cc7cbb-0632-4e30-ab2c-08f2e4b65a62
119,-900850020,8/19/17 6:51,8/19/17 6:55,Android,US,Texas,Irving,MetroPCS,female,18 - 24,1997,Very inappropriate,Becose this is werth someones life on is the the line if  your do not do the tretme is vary inportent  that you do iean the people in the wating room redy for your pashont to be happy,Agree,Strongly agree,Neither agree nor disagree,single,zero,high_school,homemaker,agriculture_forestry_fishing_or_hunting,white,prefer_not_to_say,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,db97e4ea-1036-4dc3-8763-f20c9eb283fc
89,-893933174,8/19/17 6:48,8/19/17 6:48,Android,US,Missouri,Blue Springs,cricket,female,25 - 34,1991,Very appropriate,The patient has the right to have everything explained to them including the benefits and the risk. Sometimes patients don't fully understand and are afraid to ask questions so having it readily available to where the patient can read it before the procedue makes the patient more aware and can deny if need be.,Neither disagree nor agree,Neither disagree nor agree,Strongly disagree,single,zero,vocational_technical_college,employed_for_wages,health_care_and_social_assistance,white,lower_ii,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,b36927d8-485d-407f-ae36-5daa63258bd7
77,-889179513,8/20/17 17:49,8/20/17 17:51,iOS,US,Pennsylvania,Lehighton,Verizon,female,35 - 44,1976,Very inappropriate,I see a lot of different ways this could go wrong. A doctor that feels this way should never be trusted.,Strongly disagree,Strongly agree,Neither agree nor disagree,married,two,high_school,homemaker,homemaker,white,lower_ii,,,,,,,,,,,,98DA7660-F8D6-40CB-BD70-100EAC8F1EDB
84,-879679203,8/19/17 7:06,8/19/17 7:06,Android,US,Oregon,Corvallis,Boost Mobile,female,25 - 34,1987,Somewhat appropriate,Because he wants to reduce the infections they give people and that would be good,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,married,two,middle_school,other,unemployed,white,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,d59358d5-e735-4158-8d25-acfaf0963275
51,-871088092,8/19/17 6:37,8/19/17 6:46,Android,US,California,Stockton,Sprint,female,35 - 44,1979,Somewhat inappropriate,That's like treating people like guinea pigs!..just as bad as testing on animals.,Agree,Neither disagree nor agree,Neither disagree nor agree,divorced,four,vocational_technical_college,employed_for_wages,education,hispanic,lower_ii,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8b94bcab-616b-4a43-bf99-bcc52754acbe
72,-871088092,8/19/17 6:47,8/19/17 6:47,Android,US,California,Stockton,Sprint,female,35 - 44,1979,Somewhat inappropriate,This is playing with their lives without their knowledge..it's not right. People should have the right to choose for themselves.,Agree,Neither agree nor disagree,Neither agree nor disagree,divorced,four,vocational_technical_college,employed_for_wages,education,hispanic,lower_ii,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8b94bcab-616b-4a43-bf99-bcc52754acbe
96,-861517316,8/19/17 6:47,8/19/17 6:47,Android,US,Wisconsin,West Bend,AT&T MicroCell,male,25 - 34,1992,Very appropriate,Because the doctor should have explained before hand,Strongly disagree,Strongly disagree,Strongly agree,living_with_partner,zero,university,employed_for_wages,government_and_public_administration,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,f7ba64b7-99de-4503-aef8-a110f5f0c98f
101,-861517316,8/19/17 6:47,8/19/17 6:47,Android,US,Wisconsin,West Bend,AT&T MicroCell,male,25 - 34,1992,Somewhat inappropriate,Because the doctor should have explained the procedure beforehand,Strongly disagree,Strongly disagree,Agree,living_with_partner,zero,university,employed_for_wages,government_and_public_administration,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,f7ba64b7-99de-4503-aef8-a110f5f0c98f
100,-861517316,8/19/17 6:48,8/19/17 6:48,Android,US,Wisconsin,West Bend,AT&T MicroCell,male,25 - 34,1992,Very appropriate,Doctor needs to talk before hand! How many times do I have to do this surbet6 before I get the points for it????,Strongly disagree,Strongly disagree,Strongly agree,living_with_partner,zero,university,employed_for_wages,government_and_public_administration,white,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,f7ba64b7-99de-4503-aef8-a110f5f0c98f
