pid,cond,condLabel,dv,dv_binary,FreeResponse,ResponseId,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,RepeatPollfishLabelCode,MarkedForExclusion,whoMarked,repeat_pollfish,reversal_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrderPollfish
667,xB,poster,5,0,Because if it's a life saving procedure I don't see why anyone would be against it. I agree with having the procedure done if needed.,33976727,5,4,3,3,2,0,2,0,38,1,3,0,1,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
668,xB,poster,5,0,No additional harm or threat would be imposed on either patients.,-843699724,3,4,3,3,2,0,2,0,55,1,2,0,2,0,10,1,0,SA&WC,1,0,0,0,0.00,LoToHi
669,xB,poster,5,0,It's a much safer and practical method and less risk to the patient,-1298687752,2,3,3,3,2,0,5,0,27,0,2,0,1,0,8,1,0,SA&WC,1,0,0,0,0.00,LoToHi
670,xB,poster,5,0,Patients have the right to know why they are receiving the treatment they are given.,-1348853279,3,2,4,2,2,0,3,1,35,1,2,0,2,0,7,1,0,SA&WC,2,0,0,0,0.00,LoToHi
671,xB,poster,5,0,I think he's right for letting people know up front what the consequences are that way they have a choice,124662506,4,3,4,2,2,0,1,0,51,1,2,0,1,0,9,0,1,SA&WC,0,0,1,0,0.00,LoToHi
672,xB,poster,5,0,I feel as if a person should beaded fully aware of any side affects/problems that could arise when having work done by a doctor.,-732736037,5,2,4,2,2,0,3,1,22,0,2,0,1,0,9,1,1,SA&WC,1,0,1,0,0.00,LoToHi
673,xB,poster,5,0,Following proper hygiene should be a requirement and proper standards.,1384590547,1,1,5,1,2,0,3,1,26,0,3,0,3,0,3,0,0,SA&WC,0,0,0,0,0.00,LoToHi
674,xB,poster,5,0,Giving patients the information they need in the room they are being treated is always a good idea,-1016370599,5,5,3,3,2,0,3,1,27,0,3,0,1,0,13,0,1,SA&WC,0,0,1,0,0.00,LoToHi
675,xB,poster,5,0,They're looking out for the patients best interest,2094076772,5,5,5,1,2,0,3,1,34,1,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
676,xB,poster,5,0,Helps patients know what to expect during the procedure and reminds nurses what the correct procedure is and this will hopefully reduce infections,-432567537,5,1,5,1,2,0,3,1,29,0,3,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
677,xB,poster,5,0,We have the right to know the risks of any procedure being done to our bodies.  We deserve the right to choose whether or not to proceed.,604830076,4,3,5,1,2,0,3,1,45,1,4,1,4,1,8,0,1,SA&WC,0,1,0,0,1.00,LoToHi
678,xB,poster,5,0,"Informed consent. The more information all parties know, the better.",1774744933,3,2,4,2,1,1,3,1,32,0,1,0,2,0,7,0,0,SA&WC,0,0,0,0,1.00,LoToHi
679,xB,poster,5,0,I think not is very important for anyone and everyone who is having that kind of a procedure done to know the risks that can effect their body afterwards and to beware and know how to take precautionary measures,765887457,5,4,3,3,2,0,3,1,28,0,3,0,4,1,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
680,xB,poster,5,0,Patients should be aware of all risks of all procedures. So should medical staff. Prevention is often born of fear.,-78129031,2,1,4,2,2,0,3,1,21,0,2,0,5,1,5,0,0,SA&WC,0,0,0,0,0.00,LoToHi
681,xB,poster,5,0,So your patient can know what to expect and you can refer to chart if needed.,-28670457,5,5,5,1,2,0,3,1,54,1,3,0,5,1,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
682,xB,poster,5,0,I think it is very appropriate of the dr to post these safelty precautions on the wall so that both patient & nurse are well informed of procedure.,-731198202,2,2,4,2,2,0,2,0,21,0,2,0,1,0,6,0,0,SA&WC,0,0,0,0,0.00,LoToHi
683,xB,poster,5,0,"Every person treated should know the risks and the way the treatment will be done, therefore the posters are very appropriate",-1423232981,4,5,3,3,2,0,2,0,20,0,3,0,1,0,12,0,1,SA&WC,0,0,1,0,0.00,LoToHi
684,xB,poster,5,0,So you know what can de done so you dont get an infection,72350117,5,5,4,2,2,0,3,1,25,0,2,0,1,0,12,1,0,SA&WC,1,0,0,0,0.00,LoToHi
685,xB,poster,5,0,I changed my mind and want to click inappropriate. I have been in a ton of hospitals and staring at a poster like that would scare me and cause unnessecary stress. That's vital since a lot of my medical issues are exacerbated by stress. I do think the doctor should inform the patient and sign a consent that has this information.,429514268,5,5,3,3,2,0,3,1,36,1,2,0,1,0,13,0,1,SA&WC,0,1,0,0,1.00,LoToHi
686,xB,poster,5,0,Because people should know all pros and cons of any procedure they are getting dons,1599445630,5,5,3,3,2,0,3,1,32,0,2,0,1,0,13,0,1,SA&WC,0,0,1,0,0.00,LoToHi
687,xB,poster,5,0,It's good so all patients can be aware of all precautions,1385385139,3,2,4,2,2,0,3,1,22,0,2,0,2,0,7,1,1,SA&WC,1,0,1,0,0.00,LoToHi
688,xB,poster,5,0,This way the patients know what is going on and what to expect. It might also make the person doing the procedure stop and think about what they are doing.,1840305902,5,4,3,3,2,0,3,1,44,1,2,0,4,1,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
689,xB,poster,5,0,Because he's having guidelines to reduce deadly diseases. So their for only doing it in rooms that have posters make it very easy. He should put them in all rooms though,980613795,3,4,5,1,2,0,3,1,20,0,2,0,2,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
690,xB,poster,5,0,I chose very appropriate because the patients need to know about what they are doing,1780756737,4,4,4,2,2,0,1,0,18,0,2,0,2,0,10,0,1,SA&WC,0,0,1,0,0.00,LoToHi
691,xB,poster,5,0,Because patients need to know about the risk of infection and how to take  preventive measures to avoid infection,-1679611050,5,4,3,3,2,0,3,1,28,0,2,0,-1,0,12,0,1,SA&WC,0,0,1,0,0.00,LoToHi
692,xB,poster,5,0,Because it could help prevent illness.,-1081824475,3,2,4,2,2,0,3,1,21,0,3,0,1,0,7,1,0,SA&WC,1,0,0,0,0.00,LoToHi
693,xB,poster,5,0,Patient awareness,1556700245,5,4,5,1,2,0,-1,0,42,1,3,0,3,0,10,0,1,SA&WC,0,0,1,0,0.00,LoToHi
694,xB,poster,5,0,It is important for patients to know they are being safely treated. It is also a good reminder for those providing the treatment.,246992844,2,2,4,2,2,0,5,0,33,0,4,1,2,0,6,0,0,SA&WC,0,0,0,0,0.00,LoToHi
695,xB,poster,5,0,I chose this because I think it's important to know the risks of iv,-1300182977,5,5,5,1,2,0,2,0,28,0,4,1,3,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
696,xB,poster,5,0,It's is worth the risk to save someone's life,-366565700,2,2,4,2,1,1,3,1,29,0,6,1,1,0,6,0,0,SA&WC,0,0,0,0,0.00,LoToHi
697,xB,poster,5,0,"Cause just letting the people that they are stymtmpo, to look out  for as a sought",-366929018,5,5,5,1,2,0,2,0,29,0,4,1,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
698,xB,poster,5,0,Doctors tend to have good ideas,-1434665667,1,1,5,1,1,1,3,1,26,0,2,0,5,1,3,0,0,SA&WC,0,0,0,0,0.00,LoToHi
699,xB,poster,5,0,Patients need to know every precaution is taken to ensure their safety and health,1604321955,4,4,4,2,2,0,3,1,44,1,3,0,2,0,10,1,0,SA&WC,1,0,0,0,0.00,LoToHi
700,xB,poster,5,0,"Because the more you know,the more you be able to help yourself",-2021643223,5,5,5,1,2,0,2,0,38,1,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
701,xB,poster,5,0,Safety comes first. You are trained to co your best in getting patients well not giving them infections.,-971419302,5,5,5,1,2,0,1,0,25,0,3,0,3,0,11,1,0,SA&WC,2,0,0,0,0.00,LoToHi
702,xB,poster,5,0,I just feel that procedures should be posted so no one can say I did not know,-91583480,3,5,3,3,2,0,3,1,45,1,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
703,xB,poster,5,0,It's easy to forget procedure in a rushed situation.  Being able to read exactly what to do might be the difference in saving a life.  There should be no shame in checking the procedure just before actually doing it.  It's better than doing something wrong and ending up with a dead person and their family.,-1275682496,4,4,4,2,2,0,3,1,55,1,4,1,1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
704,xB,poster,5,0,Because they posted a sign informing the precautions that's are needed,-1351160174,5,3,3,3,2,0,3,1,26,0,3,0,3,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
705,xB,poster,5,0,It very good,-2088199040,5,3,3,3,1,1,3,1,24,0,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
706,xB,poster,5,0,It's only right that he be safe while saving lives. That is all.,-1564300186,3,5,4,2,2,0,3,1,37,1,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
707,xB,poster,5,0,"Unfortunately most people don't read posters, but it makes sense for liability issues and whatnot to at least have the information posted.",-812812450,4,2,4,2,2,0,3,1,24,0,2,0,3,0,8,0,0,SA&WC,0,0,0,0,0.00,LoToHi
708,xB,poster,5,0,Idk,-1482010004,4,2,2,4,2,0,2,0,26,0,2,0,7,1,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
709,xB,poster,5,0,I chose appropriate because it is always best to make sure patients are informed of all risks in procedures.  It's our lives so we have the right to know.  It is their responsibility to make sure that we do.,-556946385,3,1,5,1,2,0,3,1,50,1,3,0,2,0,5,0,0,SA&WC,0,0,0,0,0.00,LoToHi
710,xB,poster,5,0,Idk,-535003166,4,2,5,1,1,1,5,0,22,0,4,1,-1,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
711,xB,poster,1,1,When it comes to my health I would like to know all that I can do to prevent any harm/infection.,-813168497,4,3,4,2,1,1,2,0,26,0,4,1,2,0,9,0,1,SA&WC,0,1,0,0,1.00,LoToHi
712,xB,poster,1,1,It's lying,2136946230,5,5,3,3,1,1,3,1,21,0,4,1,1,0,13,1,0,SA&WC,1,0,0,0,0.00,LoToHi
713,xB,poster,1,1,A reminder can be beneficial and patients can help remind stag as staff,1885045597,5,5,3,3,2,0,3,1,32,0,6,1,3,0,13,1,1,SA&WC,1,1,0,0,1.00,LoToHi
714,xB,poster,1,1,"If the posters are in the rooms where the patients are being treated, they can ensure the doctors will follow these instructions and the spread of infection will be limited.",1622772244,3,4,4,2,2,0,3,1,22,0,4,1,5,1,9,1,0,SA&WC,2,0,0,0,0.00,LoToHi
715,xB,poster,1,1,Because,-591705392,5,5,4,2,2,0,3,1,23,0,2,0,1,0,12,1,0,SA&WC,2,0,0,0,0.00,LoToHi
716,xB,poster,1,1,I believe a patient should no all the risk on any procedure. And what to prevent to stay healthy.,325790995,5,3,3,3,2,0,3,1,44,1,3,0,3,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
717,xB,poster,1,1,Because he's a doctor and he knows what he's talking about,-18564471,4,4,5,1,2,0,2,0,26,0,3,0,1,0,9,1,0,SA&WC,1,0,0,0,0.00,LoToHi
718,xB,poster,1,1,I don't think this,648239393,4,5,2,4,2,0,2,0,19,0,2,0,1,0,13,1,0,SA&WC,2,0,0,0,0.00,LoToHi
719,xB,poster,1,1,Constant reminder for staff to follow each step of protocol is appropriate,-417642601,5,4,3,3,2,0,2,0,30,0,2,0,3,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
720,xB,poster,1,1,This sounds like a dangerous procedure putting patients lives at risk,-1210704383,5,5,3,3,2,0,3,1,30,0,4,1,1,0,13,1,0,SA&WC,1,0,0,0,0.00,LoToHi
721,xB,poster,1,1,Because he's growing the infection and it's a possibility the person can die from it,-382748480,5,1,5,1,2,0,1,0,18,0,2,0,1,0,7,1,0,SA&WC,1,0,0,0,0.00,LoToHi
722,xB,poster,1,1,It's obvious. All things considered,-2126657510,5,5,3,3,1,1,-1,0,34,1,3,0,2,0,13,0,0,SA&WC,0,0,0,0,0.00,LoToHi
723,xB,poster,1,1,Bc think they safe life in everyone,-986464305,3,4,4,2,2,0,1,0,34,1,2,0,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
724,xB,poster,1,1,It isn't fair,-1300074074,5,5,4,2,2,0,1,0,24,0,3,0,1,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
725,xB,poster,4,0,He's the director I guess he knows his movie better than anyone,-143285811,3,3,3,3,2,0,3,1,29,0,3,0,1,0,9,0,1,SA&WC,0,0,1,0,0.00,HiToLo
726,xB,poster,5,0,The posters would inform the patients of the safety procedures to keep infection at bay.,-671509654,1,3,5,1,2,0,3,1,27,0,4,1,2,0,5,0,1,SA&WC,0,0,1,0,0.00,HiToLo
727,xB,poster,5,0,Patients know what to expect,667018640,1,3,3,3,2,0,-1,0,22,0,2,0,-1,0,7,1,1,SA&WC,1,0,1,0,0.00,HiToLo
728,xB,poster,5,0,"I feel it is appropriate because the doctor is informing the patients. If the doctor didn't do this, it would be wrong.",1026762906,5,5,3,3,2,0,1,0,28,0,2,0,1,0,13,0,1,SA&WC,0,0,1,0,0.00,HiToLo
729,xB,poster,5,0,He's informing you of what he will be proceeding to do,-1086399908,2,3,3,3,2,0,3,1,25,0,2,0,1,0,8,0,1,SA&WC,0,0,1,0,0.00,HiToLo
730,xB,poster,5,0,"I Choose this option because Its important to let the patient know what will be happening, and what the outcome will / might be.",-360500313,3,3,4,2,2,0,3,1,19,0,2,0,1,0,8,0,1,SA&WC,0,0,1,0,0.00,HiToLo
731,xB,poster,5,0,the doctor is being honest and putting all the info right out in the open for the patients to see. the doctor isn't hiding anything and make known the problems and side effects up front,-680090130,5,5,4,2,2,0,3,1,26,0,2,0,2,0,12,0,1,SA&WC,0,0,1,0,0.00,HiToLo
732,xB,poster,5,0,Because it gives the patient a chance to read over the precautions.. That way they can know what to do to stay healthy and also can make sure they want to have it done.,-2047087877,5,5,5,1,2,0,3,1,36,1,2,0,1,0,11,0,1,SA&WC,0,0,1,0,0.00,HiToLo
733,xB,poster,5,0,Let's patients know the risks.,-1742617421,4,3,4,2,2,0,3,1,19,0,2,0,1,0,9,0,1,SA&WC,0,0,1,0,0.00,HiToLo
734,xB,poster,5,0,I chose this because patients should be told what risks are involved woth any medical procedure and how they can reduce risk of harm durong and after.,-955514528,2,2,5,1,2,0,3,1,27,0,4,1,1,0,5,0,1,SA&WC,0,0,1,0,0.00,HiToLo
735,xB,poster,5,0,"If the patients know the risks and what they can do to help, it woukd imorove the problem.  The doctor made the right decision to put the sign up.",1976178359,3,3,4,2,2,0,3,1,21,0,3,0,2,0,8,0,1,SA&WC,0,0,1,0,0.00,HiToLo
736,xB,poster,5,0,Because we need more doctors who don't try to sugar coat stuff. I rather know the truth about my health then be led on or lied to.,1507878088,3,3,5,1,2,0,2,0,31,0,2,0,3,0,7,0,1,SA&WC,0,0,1,0,0.00,HiToLo
737,xB,poster,5,0,"I assume that the director will get appropriate approvals through research agencies for human subjects. Therefore, it's appropriate.",-1137125854,3,4,2,4,1,1,3,1,25,0,4,1,2,0,11,1,0,SA&WC,1,0,0,0,0.00,HiToLo
738,xB,poster,5,0,The doctor is making sure the patients are aware of the risks associated with the procedure.,-1543422667,4,3,4,2,2,0,3,1,24,0,3,0,1,0,9,0,1,SA&WC,0,0,1,0,0.00,HiToLo
739,xB,poster,5,0,The patient has the right to have everything explained to them including the benefits and the risk. Sometimes patients don't fully understand and are afraid to ask questions so having it readily available to where the patient can read it before the procedue makes the patient more aware and can deny if need be.,-893933174,3,3,1,5,2,0,3,1,26,0,3,0,2,0,11,0,1,SA&WC,0,0,1,0,0.00,HiToLo
740,xB,poster,5,0,Everyone should know the risks before a procedure. Having them their in the open for a patient to read is a great idea. Also very educational.,-1834136588,3,3,4,2,2,0,3,1,28,0,3,0,3,0,8,0,1,SA&WC,0,0,1,0,0.00,HiToLo
741,xB,poster,5,0,It's always appropriate to be sure the patient knows everthing they can about any procedure they have done. It gives them complete insight on whatto expect.,370330147,1,2,5,1,2,0,3,1,24,0,2,0,2,0,4,0,1,SA&WC,0,0,1,0,0.00,HiToLo
742,xB,poster,5,0,Doctor needs to talk before hand! How many times do I have to do this surbet6 before I get the points for it????,-861517316,1,1,5,1,1,1,3,1,25,0,4,1,2,0,3,1,1,SA&WC,2,0,1,1,0.00,HiToLo
743,xB,poster,1,1,No ones should know the procedure the patient is getting besides the medical staff helping them,717999154,5,5,5,1,2,0,3,1,22,0,4,1,1,0,11,0,1,SA&WC,0,0,1,0,0.00,HiToLo
744,xB,poster,1,1,First of all most people aren't gonna read the poster. It the doctor job to ensure that the patients understand procedures and side affect,-1948957933,4,3,4,2,2,0,5,0,44,1,4,1,4,1,9,0,1,SA&WC,0,0,1,0,0.00,HiToLo
745,xB,poster,3,0,Well because they chose to go through with it so I don't see it bad or not bad,1900862448,2,4,4,2,2,0,2,0,27,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
746,xB,poster,3,0,What is appropriate for one may be inappropriate to another,-933610399,3,3,5,1,2,0,5,0,31,0,4,1,2,0,7,1,0,SA&WC,2,0,0,0,0.00,HiToLo
747,xB,poster,3,0,Because it saves people and kills people,-582595265,1,4,3,3,2,0,2,0,17,0,1,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
748,xB,poster,3,0,They should do appt more research first,1652697535,4,5,5,1,2,0,1,0,20,0,2,0,1,0,10,1,0,SA&WC,1,0,0,0,0.00,HiToLo
749,xB,poster,3,0,Because they is 50/50. Chance this could save your life or you could lose it you're beening use experiment to cure,1906078084,4,5,3,3,1,1,1,0,41,1,2,0,1,0,12,1,0,SA&WC,1,0,0,0,0.00,HiToLo
750,xB,poster,3,0,Just don't no,1038280518,3,3,3,3,1,1,2,0,38,1,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
751,xB,poster,3,0,I honestly don't know cause no matter what I say it's not going through,-1126532998,3,4,5,1,2,0,3,1,38,1,2,0,1,0,8,1,0,SA&WC,2,0,0,0,0.00,HiToLo
752,xB,poster,3,0,I am the one that weighs a ton dont need a gun,-410779957,2,2,2,4,1,1,1,0,22,0,3,0,7,1,8,0,1,SA&WC,0,0,0,1,0.00,HiToLo
753,xB,poster,4,0,I chose the option because it saves lives,1794462332,4,4,3,3,1,1,3,1,23,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
754,xB,poster,4,0,"Because it's good for the doctors to be reminded on what procedure to do, but it can also be bad for the patients to know what's going on. Due to the fact that some patients become extremely nervous by just stepping into a hospital.",-1349597182,5,3,4,2,2,0,2,0,20,0,3,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
755,xB,poster,4,0,because the doctor needs the final decision,972178508,4,3,4,2,1,1,3,1,26,0,4,1,4,1,9,1,0,SA&WC,1,0,0,0,0.00,HiToLo
756,xB,poster,4,0,Because you need medical help,-1459896242,4,4,4,2,1,1,5,0,20,0,6,1,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
757,xB,poster,4,0,I don't think it's fair to those that suffer,289187979,3,2,4,2,2,0,3,1,24,0,2,0,3,0,7,1,0,SA&WC,1,0,0,0,0.00,HiToLo
758,xB,poster,4,0,It's just a good idea to keep people in the know.,627836824,5,2,4,2,1,1,3,1,50,1,2,0,2,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
759,xB,poster,4,0,Because I don't know,-593155335,5,4,2,4,1,1,2,0,33,0,6,1,3,0,13,0,0,SA&WC,0,0,0,0,0.00,HiToLo
760,xB,poster,4,0,I Think That Posting About The Precaution Is Okay But Having An Actual Conversation With Actual Research Will Make The Patient Feel More Secure.,-674824960,3,5,4,2,2,0,1,0,22,0,2,0,1,0,10,1,0,SA&WC,3,0,0,0,0.00,HiToLo
761,xB,poster,4,0,Theres always another way . Only the future holds the answer.,63512412,3,4,3,3,1,1,-1,0,24,0,6,1,-1,0,10,1,0,SA&WC,1,0,0,0,0.00,HiToLo
762,xB,poster,4,0,People have a right to know if they are at risk for an infection or not,149663640,5,5,3,3,2,0,3,1,34,1,4,1,1,0,13,0,1,SA&WC,0,0,1,0,0.00,HiToLo
763,xB,poster,4,0,Not always 100 percent accurate,2058820301,3,3,4,2,2,0,2,0,29,0,3,0,2,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
764,xB,poster,4,0,Needs more details,-480467282,4,4,3,3,1,1,-1,0,22,0,6,1,-1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
765,xB,poster,4,0,Because everyone should be informed,-1766993405,3,3,3,3,2,0,3,1,26,0,2,0,2,0,9,1,0,SA&WC,2,0,0,0,0.00,HiToLo
766,xB,poster,4,0,"It's a good reminder of the policies and guidelines, but professionals should already know said information and it's best not to worry the patient unnecessarily",376396635,1,2,4,2,2,0,3,1,19,0,2,0,2,0,5,0,0,SA&WC,0,0,0,0,0.00,HiToLo
767,xB,poster,4,0,Because I felt it was somewhat appropriate. The doctor did what thought best.,286545563,1,1,5,1,1,1,3,1,31,0,3,0,4,1,3,0,0,SA&WC,0,0,0,0,0.00,HiToLo
768,xB,poster,4,0,Because i wanted to know,997024869,2,2,4,2,2,0,1,0,25,0,2,0,2,0,6,0,0,SA&WC,0,0,0,0,0.00,HiToLo
769,xB,poster,4,0,It seems that either way you could get sick.,-396385137,2,3,4,2,2,0,3,1,21,0,2,0,2,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
770,xB,poster,4,0,I don't think it would work,-1903729569,4,4,2,4,2,0,3,1,45,1,2,0,1,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
771,xB,poster,4,0,It is also a reminder for everyone not just only for patients,1698187493,4,3,3,3,1,1,4,0,40,1,3,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
772,xB,poster,2,1,Ghgd cache defences,798810913,1,5,5,1,1,1,5,0,24,0,4,1,7,1,7,1,1,SA&WC,3,0,0,1,0.00,HiToLo
773,xB,poster,2,1,I think everyone has their own views but needs to keep people's privacy unknown,-1854477300,4,4,2,4,2,0,3,1,30,0,2,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
774,xB,poster,2,1,Not all people read the signs on the walls,-1039230467,1,4,4,2,2,0,2,0,20,0,2,0,2,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
775,xB,poster,2,1,Because I think everyone deserves to be equal,-371562839,2,4,2,4,2,0,3,1,23,0,2,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
776,xB,poster,2,1,I chose that option cuz how I feel kinda having mixed feelings bout this one,1861431402,4,4,2,4,2,0,2,0,31,0,2,0,1,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
777,xB,poster,2,1,Not everyone wants to participate.,-1482347198,3,4,5,1,2,0,4,0,21,0,2,0,2,0,8,1,0,SA&WC,1,0,0,0,0.00,HiToLo
778,xB,poster,2,1,More details are needed to why this procedure needs to be used,755509816,5,4,3,3,2,0,3,1,55,1,3,0,3,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
779,xB,poster,5,0,Because I feel it is important. They have an essential view point.,-976894699,1,4,4,2,2,0,3,1,38,1,4,1,2,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
780,xB,poster,5,0,It would remind them to do their job correctly. I think safety posters are always useful,1385186836,1,1,5,1,2,0,3,1,29,0,3,0,4,1,3,0,0,SA&WC,0,0,0,0,0.00,HiToLo
781,xB,poster,5,0,Because it's helpful,-749332046,3,5,3,3,2,0,1,0,24,0,2,0,-1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
782,xB,poster,5,0,because he thought about it.,1708184125,1,5,4,2,2,0,3,1,21,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
783,xB,poster,5,0,I would like to know every precaution if it could be life threatening. Sometimes the dr might forgot 1 or 2. But the list will have them all,1966436677,3,3,4,2,2,0,3,1,26,0,2,0,3,0,8,1,0,SA&WC,1,0,0,0,0.00,HiToLo
784,xB,poster,5,0,I don't know,972687151,5,5,1,5,2,0,2,0,42,1,2,0,2,0,15,0,0,SA&WC,0,0,0,0,0.00,HiToLo
785,xB,poster,5,0,It does matter that the patient and Dr should take precautions,-1572883917,3,4,4,2,1,1,3,1,27,0,2,0,1,0,9,1,0,SA&WC,1,0,0,0,0.00,HiToLo
786,xB,poster,5,0,Si more safe for all,-74312708,4,4,4,2,2,0,2,0,27,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
787,xB,poster,5,0,Because it's the right thing to go in order to do their job safety,1528938819,2,5,2,4,2,0,2,0,25,0,3,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
788,xB,poster,5,0,The doctor should explain what is happening to the pt. They should be able to reference it later as well,1205734420,1,2,4,2,2,0,3,1,22,0,2,0,1,0,5,0,0,SA&WC,0,0,0,0,0.00,HiToLo
789,xB,poster,5,0,As medics they are tired and tend to forget things or just need reassurance to not just do things too quickly. Having that up there as a reminder is helpful especially for new doctors,1899826940,3,3,3,3,2,0,2,0,21,0,4,1,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
790,xB,poster,5,0,The safer the better. Can't imagine who would oppose this.,-247525064,3,3,4,2,2,0,3,1,50,1,3,0,5,1,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
791,xB,poster,5,0,It's  more soothing knowing what exactly needs to be dun  and how it will be dun.,112434618,2,3,4,2,2,0,3,1,32,0,1,0,-1,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
792,xB,poster,5,0,because fair is fair,1159608118,3,4,5,1,2,0,3,1,29,0,2,0,2,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
793,xB,poster,5,0,People will be aware of the risks,2054775224,4,4,4,2,2,0,4,0,28,0,2,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
794,xB,poster,5,0,so i will know,258359788,5,5,4,2,1,1,4,0,45,1,3,0,3,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
795,xB,poster,5,0,It's important to know how to properly test the patient to avoid tragedy,-2124385050,4,3,5,1,1,1,3,1,32,0,4,1,2,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
796,xB,poster,5,0,Accurate enough,562411959,4,4,4,2,1,1,2,0,36,1,3,0,3,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
797,xB,poster,5,0,Because of necessary to save someone's life you should always try even if it doesn't turn out the way you want it,-466548383,4,4,3,3,2,0,3,1,25,0,2,0,-1,0,11,1,0,SA&WC,2,0,0,0,0.00,HiToLo
798,xB,poster,5,0,Because it works,1035433167,1,1,1,5,2,0,3,1,46,1,2,0,2,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
799,xB,poster,5,0,I chose very appropriate because we have the right of freedom of speech and he's trying to get his word across in the form of a image. Which is appropriate for a individual to do.,-773031346,4,4,3,3,2,0,-1,0,25,0,2,0,-1,0,11,1,0,SA&WC,1,0,0,0,0.00,HiToLo
800,xB,poster,5,0,Because i agree with it,181481313,5,1,5,1,1,1,3,1,26,0,2,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
801,xB,poster,5,0,So people can be aware of the precautions they must take and be better informed,1169529789,1,1,4,2,2,0,3,1,24,0,3,0,4,1,4,0,0,SA&WC,0,0,0,0,0.00,HiToLo
802,xB,poster,5,0,To keep down infections.,-472748831,1,1,1,5,2,0,3,1,55,1,2,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
803,xB,poster,5,0,Because everyone should no the risk,-370529568,5,3,4,2,2,0,1,0,25,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
