pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,MarkedForExclusion,whoMarked,repeat_pollfish,reversal_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrderPollfish,Misunderstand,IrrelUnclearOther
705,B,Drug.B,3,0,Because I'm not really sure I'm just not really sure but I can get there I get there,100,166928657,female,0,black,0,22,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
706,B,Drug.B,3,0,It depends on the person's allergies etc which blood pressure medicine is better for them.,28,-881583642,female,0,white,1,33,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
707,B,Drug.B,5,0,Because he care about his patience and their health.,55,521181411,male,1,black,0,59,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
708,B,Drug.B,3,0,Some doctors feel that a particular brand might work better for your situation.,86,56196970,male,1,white,1,40,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
709,B,Drug.B,2,1,"I feel like the most appropriate action would be to inform the patient of the two drugs available, compare and contrast the two drugs with each patient and allow them to make an educated decision on the drug prescribed to them.",89,637632742,female,0,white,1,35,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
710,B,Drug.B,3,0,He is deciding to do what's best for the patient and their needs.,56,-1505148937,male,1,hispanic,0,26,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
711,B,Drug.B,5,0,No comment,15,1388926324,female,0,hispanic,0,54,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
712,B,Drug.B,3,0,It's the right choice to make,13,1597142810,male,1,white,1,39,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
713,B,Drug.B,5,0,Because i think that it is really a good question bc some people want to know more about the drug of food,57,1934230579,female,0,white,1,19,0,high_school,0,middle_i,0,1,SA&WC,0,0,1,1,fixed,LoToHi,,
714,B,Drug.B,4,0,Giving 9pew m,32,-1291522283,female,0,hispanic,0,46,1,high_school,0,lower_i,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
715,B,Drug.B,3,0,I don't think all patients need the same medication. If one doesn't work well they should try the other.,47,268833734,female,0,white,1,31,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
716,B,Drug.B,4,0,It doesn't say which drug is better so him choosing drug A or drug B would be somewhat appropriate.,47,110340247,female,0,white,1,40,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
717,B,Drug.B,4,0,If he is trying to help people then it is OK as long as his actions have good intentions and outcomes,31,1235387235,male,1,white,1,37,1,vocational_technical_college,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
718,B,Drug.B,1,1,cause it's appropiate,20,-105633566,male,1,prefer_not_to_say,,18,0,high_school,0,prefer_not_to_say,,1,SA&WC,0,1,0,0,fixed,LoToHi,,
719,B,Drug.B,2,1,Just think wrong decsion,28,1919079080,male,1,white,1,48,1,high_school,0,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
